original,translated,fuel,machine,others,part,price,service,clean_sentence
yang paling cocok untuk wanita karir memang calya dari segi desain karena mungil tapi tetap terlihar stylish,ingkang paling cocok kangge estri karir estu   calya saking segi desain amargi mungil nanging tetep terlihar stylish.,neutral,neutral,neutral,positive,neutral,neutral,ingkang paling cocok kangge estri karir estu calya saking segi desain amargi mungil nanging tetep terlihar stylish
"Enak juga bengkel Toyota di margonda ini . Semua petugas ramah dan helpful , layanan cepat , dan dapat kopi gratis .","eca  ugi  bengkel toyota ing margonda puniki . sedaya petugas ramah lan helpful , layanan enggal , lan angsal kopi gratis .",neutral,neutral,neutral,neutral,neutral,positive,eca ugi bengkel toyota ing margonda puniki daya tugas ramah lan helpful layan enggal lan angsal kopi gratis
"Sebelum ramadhan 2014 , saya ganti accu di bengkel honda Jakarta center , jayakarta . Belum setahun , sudah soak . Payah","saderengipun pasa     2014 , kula gantos accu ing bengkel honda jakarta center , jayakarta . dereng sawarsa , sampun soak .",neutral,neutral,neutral,neutral,neutral,negative,saderengipun pasa kula gantos accu ing bengkel honda jakarta center jayakarta dereng sawarsa sampun soak
harga unit mobil GL kemahalan,regi  unit mobil gl kawisen,neutral,neutral,neutral,neutral,negative,neutral,regi unit mobil gl kawisen
"pakai rush trd enak banget dari bangku , kaki-kaki enak dan saya bawa lari dengan kecepatan hampir 140 km / jam Tidak limbung dan masalah bensin irit banget dan ac dingin","angge rush trd eca  sanget saking bangku  , suku-suku eca  lan kula bekta plajeng kaliyan kecepatan meh  140 km / tabuh mboten limbung lan masalah bensin irit sanget lan ac asrep",neutral,positive,neutral,positive,positive,neutral,angge rush trd eca sanget saking bangku sukusuku eca lan kula bekta plajeng kaliyan cepat meh km tabuh mboten limbung lan masalah bensin irit sanget lan ac asrep
Pakai Altis v enggak boros-boros amat sih,angge altis v mboten boros-boros sanget sih,positive,neutral,neutral,neutral,neutral,neutral,angge altis v mboten borosboros sanget sih
"Apalagi Kalau perjalanan Jauh , dengan bensin yang irit banget bagi saya begitu performa yang stabil , avanza adalah mobil idaman bagi saya Dan juga keluarga besar saya .","punapa malih menawi perjalanan tebih , kaliyan bensin ingkang irit sanget kangge kula kados puniku performa ingkang stabil , avanza inggih punika mobil idaman kangge kula saha keluwargi ageng kula.",positive,positive,neutral,neutral,neutral,neutral,punapa malih menawi jalan tebih kaliyan bensin ingkang irit sanget kangge kula kados pun performa ingkang stabil avanza inggih punika mobil idam kangge kula saha keluwargi ageng kula
"Yang saya enggak suka , kalau saya duduk di belakang , kepala mentok dengan atap dengan tinggi 183 cm . Duduk di posisi mengemudi , rambut saya kena plafon mobil jadi kurang nyaman .","ingkang kula mboten remen , menawi kula lenggah ing wingking , sirah mentok kaliyan atap kaliyan inggil 183 cm . lenggah ing posisi mengemudi , rambut kula kenging plafon mobil dados kirang nyaman.",neutral,neutral,neutral,negative,neutral,neutral,ingkang kula mboten remen menawi kula lenggah ing wingking sirah mentok kaliyan atap kaliyan inggil cm lenggah ing posisi kemudi rambut kula kenging plafon mobil dados kirang nyaman
Saya pribadi lebih suka sama design luar dalam CX3,kula pribadi langkung remen sami design jawi lebet cx3,neutral,neutral,neutral,positive,neutral,neutral,kula pribadi langkung remen sami design jawi lebet cx
Bagusan Fortuner daripada Pajero sport,bagusan fortuner daripada pajero sport,neutral,neutral,negative,neutral,neutral,neutral,bagus fortuner daripada pajero sport
Sejauh ini belum ne mu bengkel resmi mitsubishi yang pelayan nya ' bagus ',satebih puniki dereng ne sampeyan bengkel resmi mitsubishi ingkang pelayanipun 'sae',neutral,neutral,neutral,neutral,neutral,positive,satebih puniki dereng ne sampeyan bengkel resmi mitsubishi ingkang layan sae
Toyota lebih unggul dari mitsubishi secara worldwide termasuk di Indonesia,toyota langkung inggil saking mitsubishi kaliyan worldwide kelebet  ing indonesia,neutral,neutral,negative,neutral,neutral,neutral,toyota langkung inggil saking mitsubishi kaliyan worldwide kelebet ing indonesia
"Toyota Innova suspensi nya sangat mantap , tidak pernah rewel mesin nya karena rutin diservis .","toyota innova suspensinipun  mantep sanget , mboten nate   rewel mesinipun amargi rutin diservis .",neutral,positive,neutral,positive,neutral,neutral,toyota innova suspensinipun mantep sanget mboten nate rewel mesin amargi rutin servis
"Gue pakai HRV juga dan udah 2 tahun , jujur enggak suka sih sama ini mobil .","kula angge hrv ugi  lan empun 2 warsa , jujur mboten remen sih sami puniki mobil .",neutral,neutral,negative,neutral,neutral,neutral,kula angge hrv ugi lan empun warsa jujur mboten remen sih sami puniki mobil
Rush cocok untuk segala medan,rush cocok kangge sedaya medan,neutral,neutral,positive,neutral,neutral,neutral,rush cocok kangge daya medan
"xenia li sudah ada power window , tachometer , power steering","xenia li sampun wonten power window , tachometer , power steering",neutral,neutral,neutral,positive,neutral,neutral,xenia li sampun wonten power window tachometer power steering
"Khusus Xenia , ada pengalaman tahun 2008 digunakan oleh tim proyek . selama 2 bulan , Jakarta - Bandung setiap 2 hari via tol . Tidak ada keluhan sedikit pun .","mligi  xenia , wonten pengalaman warsa 2008 dipunangge dening tim proyek . salami 2 sasi  , jakarta -bandung saben  2 dinten via tol . mboten wonten keluhan sakedhik nggih .",neutral,neutral,positive,neutral,neutral,neutral,mligi xenia wonten alam warsa dipunangge dening tim proyek salam sasi jakarta bandung saben dinten via tol mboten wonten keluh sakedhik nggih
Altis G MT jadi tunggangan nyaman .,altis g mt dados tumpakan nyaman.,neutral,neutral,positive,neutral,neutral,neutral,altis g mt dados tumpak nyaman
keseluruhan saya suka dengan Terios .,sedayanipun kula remen kaliyan terios .,neutral,neutral,positive,neutral,neutral,neutral,sedayanipun kula remen kaliyan terios
Pengalaman hrv 1.5 e cvt . Sangat tidak puas,pengalaman hrv 1.5 e cvt . mboten marem sanget,neutral,neutral,negative,neutral,neutral,neutral,alam hrv e cvt mboten marem sanget
Semoga berkembang toyota biar gk ditinggalin customer nya satu per satu,mugi-mugi berkembang toyota supados gk ditinggalin customeripun   setunggal per setunggal,neutral,neutral,negative,neutral,neutral,neutral,mugimugi kembang toyota supados gk ditinggalin customeripun tunggal per tunggal
Xpander pokok nya terbaik di kelas nya .,xpander pokokipun   paling sae ing kelasipun .,neutral,neutral,positive,neutral,neutral,neutral,xpander pokok paling sae ing kelasi
Puas banget coi punya Xpander mah .,marem sanget coi gadhah xpander mah.,neutral,neutral,positive,neutral,neutral,neutral,marem sanget coi gadhah xpander mah
Xi 2005 hebat banget nih mobil . kuat pakai premium ( 1:11 ) irit abis,xi 2005 hebat sanget niki mobil . kiyat angge premium ( 1:11 ) irit abis,positive,neutral,positive,neutral,neutral,neutral,xi hebat sanget nik mobil kiyat angge premium irit abis
"keseluruhan gue suka xenia . Murah , desain lucu , muat banyak barang ,"," sedayanipun kula remen xenia . mirah , desain lucu , amot kathah barang,",neutral,neutral,positive,positive,positive,neutral,sedayanipun kula remen xenia mirah desain lucu amot kathah barang
"Coba dong ke Honda Autoland Kelapa Gading , beda benar . Pelayanan , kualitas ruang tunggu dan lain-lain yang enggak banget .","cobi oh   dhateng honda autoland klapa  gading , benten leres . pelayanan , kwalitet ruang tengga lan sanes-sanes ingkang mboten sanget .",neutral,neutral,neutral,neutral,neutral,negative,cobi oh dhateng honda autoland klapa gading benten les layan kwalitet ruang tengga lan sanessanes ingkang mboten sanget
"Ayah saya tahu karakter mesin , dia bilang karakter mesin nya calya oke","bapa kula ngertos karakter mesin , piyambakipun sanjang karakter mesinipun   calya oke",neutral,positive,neutral,neutral,neutral,neutral,bapa kula ngertos karakter mesin piyambakipun sanjang karakter mesin calya oke
calya didesain dapat dipakai untuk semua kalangan usia,calya didesain angsal dipunangge kangge sadayaning kalangan umur,neutral,neutral,neutral,positive,neutral,neutral,calya desain angsal dipunangge kangge sadayaning kalang umur
Jazz VTEC Lama saja lebih murah,jazz vtec lami mawon langkung mirah,neutral,neutral,neutral,neutral,positive,neutral,jazz vtec lam mawon langkung mirah
avanza dapat bermanuver lincah mesin nya,avanza angsal bermanuver lincah mesinipun,neutral,positive,neutral,neutral,neutral,neutral,avanza angsal manuver lincah mesin
avanza lincah banget kalo buat lari meskipun gaya nya jadul abis hehe,avanza lincah sanget menawi damel plajeng sanadyan gayanipun  jadul abis hehe,neutral,positive,neutral,negative,neutral,neutral,avanza lincah sanget menawi damel plajeng sanadyan gayanipun jadul abis hehe
"Saya dapat harga cuma 118 juta juli 2015 . lumayan murah banget si Wagon , awet , irit .","kula angsal regi  naming 118 yuta juli 2015 . lumayan mirah sanget si wagon , awet , irit .,Saya dapat harga cuma 118 juta juli 2015 . lumayan murah banget si Wagon , awet , irit .",positive,neutral,positive,neutral,positive,neutral,kula angsal regi naming yuta juli lumayan mirah sanget si wagon awet irit saya dapat harga cuma juta juli lumayan murah banget si wagon awet irit
saya akan pilih all new grand livina . jelas lebih nyaman . lebih mewah . lebih keren . mobil nya anak muda lagi .,kula badhe pilih all new grand livina . kantenan langkung nyaman . langkung mewah . langkung keren.mobilipun lare enem malih.,neutral,neutral,positive,neutral,neutral,neutral,kula badhe pilih all new grand livina kantenan langkung nyaman langkung mewah langkung kerenmobilipun lare enem malih
Elektronik Parking Brake HRV sudah oke banget .,elektronik parking brake hrv sampun oke sanget .,neutral,neutral,neutral,positive,neutral,neutral,elektronik parking brake hrv sampun oke sanget
"Seperti inilah rasa mengendarai Nissan GT - R R35 "" Godzilla "" bertenaga 537 hp dengan torsi 612 Nm yang sungguh kencang","kados   puniki lah raos mengendarai nissan gt -r r35 "" godzilla "" bertenaga 537 hp kaliyan torsi 612 nm ingkang estu  kenceng",neutral,positive,neutral,neutral,neutral,neutral,kados puniki lah raos kendara nissan gt r r godzilla tenaga hp kaliyan torsi nm ingkang estu kenceng
mobil bagus irit bahan bakar dan murah ya brio,mobil sae   irit bahan besmi lan mirah nggih brio,positive,neutral,positive,neutral,positive,neutral,mobil sae irit bahan besmi lan mirah nggih brio
Honda Brio ini mobil yang lumayan keren sih memang,honda brio puniki mobil ingkang lumayan keren sih estu,neutral,neutral,positive,neutral,neutral,neutral,honda brio puniki mobil ingkang lumayan keren sih estu
masalah nopol aja lama sekali mengurus nya kecewa sama nissan,masalah nopol mawon lami sanget mengurusipun   kecewa sami nissan,neutral,neutral,neutral,neutral,neutral,negative,masalah nopol mawon lam sanget urus kecewa sami nissan
"Motor beat paling nyaman , dipakai untuk perempuan seperti saya , apalagi dibawa ke mana-mana sangat irit dan harga nya terjangkau dibandingkan motor honda yang lain .","motor beat paling nyaman , dipunangge kangge estri kados   kula , punapa malih dipunbekta dhateng pundi-pundi irit sanget lan reginipun   terjangkau dipunbandingaken motor honda ingkang sanes.",neutral,neutral,positive,neutral,positive,neutral,motor beat paling nyaman dipunangge kangge estri kados kula punapa malih dipunbekta dhateng pundipundi irit sanget lan reginipun jangkau dipunbandingaken motor honda ingkang sanes
"HRV prestige akhir tahun 2017 bagasi luas , bbm irit bisa 1:12 , jok kulit , lampu led enak kalau dipakai malam hari .","hrv prestige akhir warsa 2017 bagasi wiyar , bbm irit saged 1:12 , jok kulit , dilah led eca  menawi dipunangge dalu  dinten.",positive,neutral,neutral,positive,neutral,neutral,hrv prestige akhir warsa bagasi wiyar bbm irit saged jok kulit lah led eca menawi dipunangge dalu dinten
"dengan harga cuma 70 - 80 juta dapat mobil yang sangat nyaman , cuma Altis yang bisa","kaliyan regi  naming 70 -80 yuta angsal mobil ingkang nyaman sanget , naming altis ingkang saged",neutral,neutral,positive,neutral,positive,neutral,kaliyan regi naming yuta angsal mobil ingkang nyaman sanget naming altis ingkang saged
suka banget sama fitur Paddle shift - nya HRV E 2018 kayak mobil balap kalau bawa di tol suara mesin nya .,.suka banget sama fitur Paddle shift - nya HRV E 2018 kayak mobil balap kalau bawa di tol suara mesin nya,neutral,positive,neutral,positive,neutral,neutral,suka banget sama fitur paddle shift nya hrv e kayak mobil balap kalau bawa di tol suara mesin nya
"Xenia yang saya pakai dari 2005 ini biaya perawatan yang rendah dan keandalan mesin yang tinggi ,",xenia ingkang kula angge saking 2005 puniki biaya perawatan ingkang andhap lan keandalan mesin ingkang inggil,neutral,positive,neutral,neutral,neutral,positive,xenia ingkang kula angge saking puniki biaya awat ingkang andhap lan andal mesin ingkang inggil
HRV nyaman terutama pas menyetir malam karena lampu nya terang ( double LED ) dan yang jelas irit .,hrv nyaman utaminipun pas menyetir dalu  amargi lampunipun  padhang ( double led ) lan ingkang kantenan irit.,positive,neutral,positive,positive,neutral,neutral,hrv nyaman utaminipun pas setir dalu amargi lampunipun padhang double led lan ingkang kantenan irit
harga jual Nmax pun bersaing,regi  sade nmax nggih saingan,neutral,neutral,neutral,neutral,positive,neutral,regi sade nmax nggih saing
"Dengan sigra perjalanan lebih nyaman, budget bensin bisa dialokasikan untuk keperluan lain.","kaliyan sigra perjalanan langkung nyaman, budget bensin saged dipunalokasikaken kangge perlu  sanes.",positive,neutral,positive,neutral,neutral,neutral,kaliyan sigra jalan langkung nyaman budget bensin saged dipunalokasikaken kangge perlu sanes
"Kalau untuk secara desain , interior dan fitur Honda mumpuni okelah .","menawi kangge kaliyan desain , interior lan fitur honda mumpuni okelah.",neutral,neutral,neutral,positive,neutral,neutral,menawi kangge kaliyan desain interior lan fitur honda mumpuni oke
"Ke Bengkel itu buat ngebenerin motor bukan malah bikin motor jadi rusak , payah nih Dealer Honda Cidodol , masa motor gua bener jadi rusak .","dhateng bengkel puniku damel ngebenerin motor sanes malah damel motor dados risak , payah niki dealer honda cidodol , masa motor gua leres dados risak .",neutral,neutral,neutral,neutral,neutral,negative,dhateng bengkel pun damel ngebenerin motor sanes malah damel motor dados risak payah nik dealer honda cidodol masa motor gua les dados risak
kemahalan ya agya kalau untuk keluarga dengan ekonomi pas-pasan,kawisen   nggih agya menawi kangge keluwargi kaliyan ekonomi pas-pasan,neutral,neutral,neutral,neutral,negative,neutral,kawisen nggih agya menawi kangge keluwargi kaliyan ekonomi paspasan
Kalo soal irit dan perawatan sih tetep prefer ke supra x helm in ., menawi soal irit lan perawatan sih tetep prefer dhateng supra x helm in.,positive,neutral,neutral,neutral,neutral,positive,menawi soal irit lan awat sih tetep prefer dhateng supra x helm in
sigra nih menemani jalan-jalan bersama keluarga. Ku bangga dengan mobil ini.,"sigra niki ngancani {margi-margi, mlampah-mlampah} sareng  keluwargi. kula  bingah kaliyan mobil puniki.",neutral,neutral,positive,neutral,neutral,neutral,sigra nik ngancani margimargi mlampahmlampah sareng keluwargi kula bingah kaliyan mobil puniki
"Mobil ku daihatsu xenia ku irit , cocok banget buat keluarga indonesia dengan kursi 7 tambah lagi mesin handal ( 1.300 cc ) walau sudah sejak 2009","mobil kula  daihatsu xenia kula  irit , cocok sanget damel keluwargi indonesia kaliyan kursi 7 tambah malih mesin handal ( 1.300 cc ) sanadyan sampun wiwit 2009",positive,positive,neutral,positive,neutral,neutral,mobil kula daihatsu xenia kula irit cocok sanget damel keluwargi indonesia kaliyan kursi tambah malih mesin handal cc sanadyan sampun wiwit
Puas ketika pertama kali membeli dan memakai Toyota Calya ini sampai sekarang,marem kala kaping sapisan tumbas lan ngangge toyota calya puniki ngantos sapunika,neutral,neutral,positive,neutral,neutral,neutral,marem kala kaping sapisan tumbas lan ngangge toyota calya puniki ngantos sapunika
Kerenan pajero lah yang setuju like ya,kerenan pajero lah ingkang purun like nggih,neutral,neutral,positive,neutral,neutral,neutral,keren pajero lah ingkang purun like nggih
Lebih ok pajero .... lebih jantan,langkung ok pajero .... langkung jantan,neutral,neutral,positive,neutral,neutral,neutral,langkung ok pajero langkung jantan
"Saya pakai motor vario sangat nyaman , rem sangat pakem , Suara mesin montor masih halus , padahal setiap bulan dibuat jalan luar provinsi tetapi masih tetap nyaman .",".kula angge motor vario nyaman sanget , rem pakem sanget , suwanten mesin montor taksih lembat , padahal saben  sasi  dipundamel margi jawining propinsi nanging taksih tetep nyaman",neutral,positive,positive,positive,neutral,neutral,kula angge motor vario nyaman sanget rem pakem sanget suwanten mesin montor taksih lembat padahal saben sasi dipundamel margi jawining propinsi nanging taksih tetep nyaman
Tergantung mau pakai nya berapa lama . Kalau 2 - 3 tahun mau ganti mending brio bro karena harga honda turun enggak jauh-jauh amat .,gumantung  badhe pakainipun  pinten lami . menawi 2 -3 warsa purun gantos mending brio bro amargi regi  honda mandhap mboten tebih-tebih sanget .,neutral,neutral,neutral,neutral,positive,neutral,gumantung badhe pakainipun pinten lam menawi warsa purun gantos mending brio bro amargi regi honda mandhap mboten tebihtebih sanget
"tetapi selama yang saya lihat kalau xenia avanza tubruk ( adu kambing ) , bagian kabin kelihatan masih kokoh ."," nanging salami ingkang kula tingal menawi xenia avanza tubruk ( aben menda   ) , perangan kabin ketingal taksih kokoh.",neutral,neutral,neutral,positive,neutral,neutral,nanging salam ingkang kula tingal menawi xenia avanza tubruk aben menda perang kabin ketingal taksih kokoh
Rush dan terios tampilan saja bagus tetapi kualitas murahan . mendingan beli cortez nyaman dibawa dan murah .,.rush lan terios tampilan mawon sae   nanging kwalitet mirahan . mendingan tumbas cortez nyaman dipunbekta lan mirah,neutral,neutral,positive,positive,positive,neutral,rush lan terios tampil mawon sae nanging kwalitet mirah mending tumbas cortez nyaman dipunbekta lan mirah
"Alasan saya pilih HRV karena butuh mobil yang jangkung , lega di kelas nya , dan model nya ganteng .","alesan kula pilih hrv amargi betah mobil ingkang jangkung , lega ing kelasipun   , lan modelipun   bagus.",neutral,neutral,neutral,positive,neutral,neutral,alesan kula pilih hrv amargi betah mobil ingkang jangkung lega ing kelasi lan model bagus
"honda jazz full power banget, body mantep, suspensi empuk dan nyaman.","honda jazz full power sanget, body mantep, suspensi empuk lan nyaman.",neutral,positive,neutral,positive,neutral,neutral,honda jazz full power sanget body mantep suspensi empuk lan nyaman
Nama Toyota dan Honda di indonesia melegenda ... walaupun mahal orang mau beli ... kata nya Spert part nya murah padahal kualitas nya abal2 ... di ketok dikit langsung penyot body nya dan dasbor nya,nami toyota lan honda ing indonesia melegenda ... sanadyan awis  tiyang badhe tumbas ... tembungipun spert partipun   mirah padahal kualitasipun  abal2 ... ing ketok sakedhik langsung penyot bodyipun   lan dasboripun.,neutral,neutral,neutral,negative,neutral,neutral,nami toyota lan honda ing indonesia legenda sanadyan awis tiyang badhe tumbas tembung spert partipun mirah padahal kualitas abal ing ketok sakedhik langsung penyot bodyipun lan dasbor
Xenia perawatan berkala nya tidak mahal .,xenia perawatan berkalanipun  mboten awis.,neutral,neutral,neutral,neutral,neutral,positive,xenia awat berkalanipun mboten awis
jelek banget ini xenia li menesal saya beli,awon  sanget puniki xenia li menesal kula tumbas,neutral,neutral,negative,neutral,neutral,neutral,awon sanget puniki xenia li menesal kula tumbas
jujur saja tenaga nya Mobilio lebih besar yang manual dan akselerasi nya lebih cepat,jujur mawon tenaganipun  mobilio langkung ageng ingkang manual lan akselerasinipun  langkung enggal,neutral,positive,neutral,neutral,neutral,neutral,jujur mawon tenaganipun mobilio langkung ageng ingkang manual lan akselerasinipun langkung enggal
"Beat street dari bentukan keren banget , eye catching , dari performa juga lumayan untuk motor seharga nya , mesin senyap dan benar-benar halus .","beat street saking bentukan keren sanget , eye catching , saking performa ugi  lumayan kangge motor seharganipun  , mesin senyap lan saestu lembat.",neutral,positive,neutral,positive,neutral,neutral,beat street saking bentuk keren sanget eye catching saking performa ugi lumayan kangge motor seharganipun mesin senyap lan saestu lembat
Brio saya kondisi mesin bisa dibilang masih sempurna masih bisa 28 km / liter dan digas ke 120 kmh 140 kmh juga masih enteng .,brio kula kondisi mesin saged dipunetang taksih sempurna taksih saged 28 km / liter lan digas dhateng 120 kmh 140 kmh ugi  taksih enteng .,neutral,positive,neutral,neutral,neutral,neutral,brio kula kondisi mesin saged dipunetang taksih sempurna taksih saged km liter lan gas dhateng kmh kmh ugi taksih enteng
"suspensi pajero empuk , fortuner itu suspensi nya keras","suspensi pajero empuk , fortuner puniku suspensinipun atos",neutral,neutral,neutral,negative,neutral,neutral,suspensi pajero empuk fortuner pun suspensinipun atos
Menurut saya mobil xpander ini sangat nyaman dan keren,midherek kula mobil xpander puniki nyaman sanget lan keren,neutral,neutral,positive,neutral,neutral,neutral,midherek kula mobil xpander puniki nyaman sanget lan keren
komplit sekali servis yang ditawarkan toyota semua nya ada pokok nya paket lengkap,jangkep pisan  servis ingkang dipuntawikaken toyota sedayanipun wonten pokokipun paket jangkep,neutral,neutral,neutral,neutral,neutral,positive,jangkep pis servis ingkang dipuntawikaken toyota sedayanipun wonten pokok paket jangkep
Avanza sangat mendukung profesi yang saya jalani karena avanza bagi saya volume ruang yang besar .,avanza nyengkuyung sanget profesi ingkang kula lampahi amargi avanza kangge kula volume ruang ingkang ageng .,neutral,neutral,neutral,positive,neutral,neutral,avanza nyengkuyung sanget profesi ingkang kula lampahi amargi avanza kangge kula volume ruang ingkang ageng
mobil mitsubishi sekarang sudah gratis biaya servis dan sparepart selama 5 tahun .,.mobil mitsubishi sapunika sampun gratis biaya servis lan sparepart salami 5 warsa,neutral,neutral,neutral,positive,neutral,positive,mobil mitsubishi sapunika sampun gratis biaya servis lan sparepart salam warsa
Rush 2018 G AT cocok untuk kalangan tua dan muda . tiada lagi tandingan nya .,"rush 2018 g at cocok kangge kalangan sepuh lan enem . mboten wonten malih tandinganipun .,",neutral,neutral,positive,neutral,neutral,neutral,rush g at cocok kangge kalang sepuh lan enem mboten wonten malih tandinganipun
Hanya honda beat yang sudah terbukti mantap dan dahsyat.,naming honda beat ingkang sampun kebukti  mantep lan dahsyat.,neutral,neutral,positive,neutral,neutral,neutral,naming honda beat ingkang sampun bukti mantep lan dahsyat
harga jual pun bersaing . untuk saat ini Nmax jadi motor ini paling nyaman digunakan baik untuk harian maupun tur .,regi  sade nggih saingan  . kangge wekdal puniki nmax dados motor puniki paling nyaman dipunangge nggih kangge dintenan utawi tur.,neutral,neutral,positive,neutral,positive,neutral,regi sade nggih saing kangge wekdal puniki nmax dados motor puniki paling nyaman dipunangge nggih kangge dintenan utawi tur
Waduh kece parah deh ini bisa-bisa kepincut saya sama wuling cortez,waduh kece jahat deh puniki bisa-bisa kepincut kula sami wuling cortez,neutral,neutral,positive,neutral,neutral,neutral,waduh kece jahat deh puniki bisabisa kepincut kula sami wuling cortez
"Dari pengalaman sendiri pakai mitsubishi , lampu kayak kurang terang itu karena kaca film standar terlalu gelap yang depan .","saking pengalaman piyambak angge mitsubishi , dilah kados kirang padhang puniku amargi kaca film standar sanget-sanget peteng ingkang ngajeng .",neutral,neutral,neutral,negative,neutral,neutral,saking alam piyambak angge mitsubishi lah kados kirang padhang pun amargi kaca film standar sangetsanget teng ingkang ngajeng
"Pernah Punya Grand Livina XV tahun 2011 dipakai sampai 5 Tahun , dan KM - nya enggak sampai 50.000 . Sumpah ini mobil nyaman banget .","nate   gadhah grand livina xv warsa 2011 dipunangge dumugi 5 warsa , lan km ipun    mboten dumugi 50.000 . sumpah puniki mobil nyaman sanget .",neutral,neutral,positive,neutral,neutral,neutral,nate gadhah grand livina xv warsa dipunangge dumugi warsa lan km ipun mboten dumugi sumpah puniki mobil nyaman sanget
cukup puas dengan toyota rush ini,cekap marem kaliyan toyota rush puniki,neutral,neutral,positive,neutral,neutral,neutral,cekap marem kaliyan toyota rush puniki
"saya juga baru saja beli tipe deluxe juga , bensin lumayan irit kok kak ."," kula ugi  nembe mawon tumbas tipe deluxe ugi  , bensin lumayan irit koh mas/jeng.",positive,neutral,neutral,neutral,neutral,neutral,kula ugi nembe mawon tumbas tipe deluxe ugi bensin lumayan irit koh masjeng
Bengkel resmi Yamaha menjual suku cadang dengan harga yang jauh lebih mahal.,bengkel resmi yamaha nyade   suku    cadang kaliyan regi  ingkang tebih langkung awis .,neutral,neutral,neutral,neutral,neutral,negative,bengkel resmi yamaha nyade suku cadang kaliyan regi ingkang tebih langkung awis
Xeli tenaga nya juga enggak memalukan,xeli tenaganipun  ugi  mboten nglingsemaken,neutral,positive,neutral,neutral,neutral,neutral,xeli tenaganipun ugi mboten nglingsemaken
Bengkel payah . Mobil 3 bulan gak dikerjain juga . Bengkel yang mengecewakan ( @ Honda Prima Bekasi ),bengkel payah . mobil 3 sasi  mboten dikerjain ugi . bengkel ingkang nguciwakaken ( @ honda prima bekasi ),neutral,neutral,neutral,neutral,neutral,negative,bengkel payah mobil sasi mboten dikerjain ugi bengkel ingkang nguciwakaken honda prima bekas
"xpander memang oke , enak saja menanjak 6 orang dalam mobil .","xpander estu   oke , eca  mawon menanjak 6 tiyang lebeting mobil",neutral,neutral,positive,neutral,neutral,neutral,xpander estu oke eca mawon tanjak tiyang lebeting mobil
"All new Avanza punya rasio gigi lebih halus . kabin lebih lega , buat baris 1 - 2 .","all new avanza gadhah rasio untu langkung lembat . kabin langkung lega , damel baris 1 -2 .",neutral,neutral,neutral,positive,neutral,neutral,all new avanza gadhah rasio untu langkung lembat kabin langkung lega damel baris
"nmax lebar sih . cuma Honda kalau soal servis masih lebih aman ,",nmax wiyar sih . naming honda menawi soal servis taksih langkung aman,neutral,neutral,neutral,positive,neutral,positive,nmax wiyar sih naming honda menawi soal servis taksih langkung aman
Masih nyaman Pajero karna Pajero lebih banyak peminat nya dari pada Fortuner,taksih nyaman pajero amargi pajero langkung kathah peminatipun daripada fortuner,neutral,neutral,negative,neutral,neutral,neutral,taksih nyaman pajero amargi pajero langkung kathah minat daripada fortuner
"4 tahun pakai Altis , irit bbm banget apalagi buat luar kota","4 warsa angge altis , irit bbm sanget punapa malih damel jawining kitha",positive,neutral,neutral,neutral,neutral,neutral,warsa angge altis irit bbm sanget punapa malih damel jawining kitha
Sudah 4 tahun lebih pakai mobil Honda ini . benar-benar mantap ! Pantas jadi MOBIL SEJUTA UMAT nya sedunia . Tidak pernah mengalami masalah sama sekali .,sampun 4 warsa langkung angge mobil honda puniki . saestu mantep ! patut  dados mobil sayuta umatipun sedunia . mboten nate   ngalami  masalah babar pisan .,neutral,neutral,positive,neutral,neutral,neutral,sampun warsa langkung angge mobil honda puniki saestu mantep patut dados mobil sayuta umat dunia mboten nate ngalami masalah babar pis
"Gue cuma punya setahun Grand Livina, cuma dipakai ke Bali, tenaga nya lemot banget.","kula naming gadhah sawarsa grand livina, naming dipunangge dhateng bali, tenaganipun  lemot sanget.",neutral,positive,neutral,neutral,neutral,neutral,kula naming gadhah sawarsa grand livina naming dipunangge dhateng bal tenaganipun lot sanget
"Tetapi menurut saya honda masih terlalu pelit untuk ac - nya ,",nanging midherek kula honda taksih sanget-sanget pelit kangge ac ipun,neutral,neutral,neutral,negative,neutral,neutral,nanging midherek kula honda taksih sangetsanget pelit kangge ac ipun
Toyota Avanza versi terbaru pun menghadirkan pedal gas yang lebih ringan untuk diinjak sehingga anda bisa memperoleh tingkat kenyamanan lebih mudah .,toyota avanza versi paling enggal nggih ndugikaken pedal gas ingkang langkung ringan kangge dipunpidak mila sampeyan saged angsal tingkat kenyamanan langkung gampil .,neutral,neutral,neutral,positive,neutral,neutral,toyota avanza versi paling enggal nggih ndugikaken pedal gas ingkang langkung ringan kangge dipunpidak mila sampeyan saged angsal tingkat nyaman langkung gampil
Wah bengkel toyota pelayanan nya bagus banget nih . ini sih nunggu berjam-jam di bengkel juga gak bakal bosen kalo semuanya disediain di sini :D,wah bengkel toyota pelayananipun   sae   sanget niki . puniki sih ngentosi berjam-jam ing bengkel ugi  mboten badhe bosen menawi sedayanipun disediain ing ngriki :D,neutral,neutral,neutral,neutral,neutral,positive,wah bengkel toyota pelayananipun sae sanget nik puniki sih ngentosi berjamjam ing bengkel ugi mboten badhe bosen menawi sedayanipun ain ing ngriki d
jazz tarikan nya jauh lebih halus daripada brio,jazz tarikanipun   tebih langkung lembat daripada brio,neutral,negative,neutral,neutral,neutral,neutral,jazz tarikanipun tebih langkung lembat daripada brio
