original,translated,fuel,machine,others,part,price,service
"Semua tipe PCX 2018 keren apalagi yang PCX ABS . Keren banget model nya , bagus dan canggih mesin nya dan hemat BBM - nya .","sedaya tipe pcx 2018 keren punapa malih ingkang pcx abs . keren sanget modelipun   , sae   lan canggih mesinipun   lan hemat bbm ipun  ",positive,positive,positive,positive,neutral,neutral
"Kebetulan saya juga pakai HRV , namun pengalaman di bengkel resmi nya , banyak yang kurang menyenangkan . serta biaya servis nya agak mahal .","keleresan kula ugi  angge hrv , nanging pengalaman ing bengkel resminipun  , kathah ingkang kirang ngremenaken  . saha  biaya servisipun   radi awis.",neutral,neutral,neutral,neutral,neutral,negative
"enggak menyangka sekelas SUV 1800 cc bahan bakar 1 banding 12 dalam kota , irit banget .","mboten nyana     sekelas suv 1800 cc bahan besmi 1 banding 12 lebeting kitha , irit sanget .",positive,neutral,neutral,neutral,neutral,neutral
City Car Daihatsu Satu Ini Ternyata Harga nya Tak Terlalu Mahal,city car daihatsu setunggal puniki kasunyatanipun reginipun   mboten patos awis,neutral,neutral,neutral,neutral,positive,neutral
@Mitsubishi_ID Bengkel Matraman kurang bagus service mobil saya .,mitsubishi_id bengkel matraman kirang sae   service mobil kula.,neutral,neutral,neutral,neutral,neutral,negative
Xpander bodi juga kaleng . Siapa bilang hanya rush doang yg kaleng,xpander bodi ugi  kaleng . sinten sanjang naming rush mawon ingkang kaleng,neutral,neutral,neutral,negative,neutral,neutral
Honda Brio RS CVT mantap bro . Cuma harga agak mahal saja sih,honda brio rs cvt mantep bro . naming regi  radi awis  mawon sih,neutral,neutral,positive,neutral,negative,neutral
avanza mantep banget power nya buat dibawa ke jalanan tajam,avanza mantep sanget poweripun   damel dipunbekta dhateng margi   landhep,neutral,positive,neutral,neutral,neutral,neutral
brio manuver nya lincah abis kalo dibanding sama calya,brio manuveripun   lincah abis menawi dipunbanding sami calya,neutral,negative,neutral,neutral,neutral,neutral
purnajual kembali toyota rush juga masih bagus .,purnajual wangsul toyota rush ugi  taksih sae ,neutral,neutral,neutral,neutral,positive,neutral
Bengkel @Honda Terang anugrah pamulang payah pelayanan nya,bengkel @honda padhang anugrah pamulang payah pelayananipun ,neutral,neutral,neutral,neutral,neutral,negative
"Saya beli Avanza 2011 , untuk harga sangat ergonomis buat keluarga dan untuk konsumsi bensin nya irit .","kula tumbas avanza 2011 , kangge regi  ergonomis sanget damel keluwargi lan kangge konsumsi bensinipun   irit",positive,neutral,neutral,neutral,positive,neutral
"Suspensi agak keras , dan juga belum ada telescopic di setir , semoga ada perubahan di Terios ke depan nya , terima kasih .","suspensi radi atos|sora , saha dereng wonten telescopic ing setir , mugi-mugi wonten ebah ing terios dhateng ajengipun , matur nuwun",neutral,neutral,neutral,negative,neutral,neutral
kalau yang aku rasakan sih performa avanza 1.5 lebih lincah dan lebih irit,menawi ingkang kula   raosaken sih performa avanza 1.5 langkung lincah lan langkung irit,positive,positive,neutral,neutral,neutral,neutral
Avanza sih harga nya murah nan ramah,avanza sih reginipun   mirah nan ramah,neutral,neutral,neutral,neutral,positive,neutral
Honda vario ku murah perawatan rutin dan selalu termonitor kalau ada kekurangan satu dan lainnya dapat terdeteksi secara cepat dan bahkan banyak tempat servis yang tersebar menjadikan mudah dalam pemeliharaan nya .,honda vario kula  mirah perawatan rutin lan tansah termonitor menawi wonten kekirangan setunggal lan sanesipun   angsal terdeteksi kaliyan enggal lan malah  kathah papan  servis ingkang kesebar  ndadosaken gampil lebeting pemeliharaanipun,neutral,neutral,neutral,neutral,neutral,positive
udah delapan bulan baru jadi lama bener,empun wolung sasi  enggal dados lami leres,neutral,neutral,neutral,neutral,neutral,negative
Agak kemahalan ya untuk sekelas brio,radi kawisen   nggih kangge sekelas brio,neutral,neutral,neutral,neutral,negative,neutral
Konsumsi bahan bakar Avanza cukup irit,konsumsi bahan besmi avanza cekap irit,positive,neutral,neutral,neutral,neutral,neutral
"xenia li saya , tahun 2006 akhir dah vvti bunyi mesin nya kasar kalau posisi diam . kayak diesel gitu .","xenia li kula , warsa 2006 akhir empun vvti ungel mesinipun   kasar menawi posisi mendel . kados diesel ngoten",neutral,negative,neutral,neutral,neutral,neutral
"Dari semua merek mobil yang pernah saya pakai , terios baru ini lumayan boros ."," saking sadayaning merek mobil ingkang nate   kula angge , terios enggal puniki lumayan boros.",negative,neutral,neutral,neutral,neutral,neutral
"Mini cooper , mobil stylish yang mendekati sempurna","mini cooper , mobil stylish ingkang nyaketi   sempurna",neutral,neutral,positive,neutral,neutral,neutral
Memiliki mesin dual VVTI dan sistem penggerak roda belakang membuat Daihatsu Great New Xenia punya keunggulan dalam efisiensi dan kemudahan perawatan nya .,.nggadhahi mesin dual vvti lan sistem penggerak roda wingking ndamel  daihatsu great new xenia gadhah keunggulan lebet efisiensi lan kegampilan perawatanipun,positive,neutral,neutral,neutral,neutral,positive
Aku sudah test drive dan merasakan tarikan yang cukup mantap di mobil wuling ini .," kula   sampun test drive lan ngraosaken tarikan ingkang cekap mantep ing mobil wuling puniki.,neutral,positive,neutral,neutral,neutral,neutral",neutral,positive,neutral,neutral,neutral,neutral
mesin wuling confero ini tidak berisik,mesin wuling confero puniki mboten berisik,neutral,negative,neutral,neutral,neutral,neutral
"Fortuner kalau dilihat harga nya memang menjulang tinggi . tetapi di balik harga itu , kualitas yang diberikan juga bagus .","fortuner menawi dipuntingal reginipun   estu   menjulang inggil . nanging ing wingking regi  puniku , kwalitet ingkang dipunsukakaken ugi  sae ",neutral,neutral,positive,neutral,negative,neutral
ampun deh punya xenia uang habis cuma buat konsumsi bensin,ampun deh gadhah xenia arta telas naming damel konsumsi bensin,negative,neutral,neutral,neutral,neutral,neutral
Wah kayak nya si wuling formo ini kurang meyakinkan buat tunggangan besi harian.,wah kadosipun   si wuling formo puniki kirang meyakinkan damel tumpakan tosan dintenan,neutral,neutral,negative,neutral,neutral,neutral
"Toyota Rush saya , konsumsi bahan bakar nya cukup irit .","toyota rush kula , konsumsi bahan bakaripun   cekap irit.",positive,neutral,neutral,neutral,neutral,neutral
"harga nya terbilang murah dengan fitur dan desain yang cukup keren , suzuki baleno 2017","reginipun   keetang   mirah kaliyan fitur lan desain ingkang cekap keren , suzuki baleno 2017",neutral,neutral,neutral,positive,positive,neutral
"ya benar kak , kelemahan mobilio cuma 1 , di mesin nya kalau kecepatan di atas 100 kph , memang berisik banget sih .","nggih leres mas/jeng , kelemahan mobilio naming 1 , ing mesinipun   menawi kecepatan ing inggil 100 kph , estu   berisik sanget sih.",neutral,negative,neutral,neutral,neutral,neutral
"Hmm pelayanan nya not recommended lah , masih lebih bagus bengkel non-resmi ( @ Astra International Daihatsu ( Pondok Cabe ))","hmm pelayananipun   not recommended lah , taksih langkung sae   bengkel non-resmi ( @ astra international daihatsu ( pondok cabe ))",neutral,neutral,neutral,neutral,neutral,negative
"wah , juragan xenia li 2004 saya dulu 5 tahun belum ganti ban . masih tebal semua","wah , juragan xenia li 2004 kula rumiyin 5 warsa dereng gantos ban . taksih kandhel sedaya",neutral,neutral,neutral,positive,neutral,neutral
"Perubahan minor ya wajar gak naik harga , gak naik harga aja penjualan minim apa lagi naik harga . Pabrikan jepang sama2 aja pelit nya ...."," .ebah      minor nggih limrah mboten minggah regi  , mboten minggah regi  mawon penjualan minim punapa malih minggah regi  . pabrikan jepang sami2 mawon pelitipun...",neutral,neutral,neutral,neutral,negative,neutral
Gue lebih milih honda karena minim perawatan dan suku cadang yang awet dan murah,kula langkung milih honda amargi minim perawatan lan suku    cadang ingkang awet lan mirah,neutral,neutral,neutral,positive,neutral,positive
livina di tempat gue bensin nya asli boros banget kalau soal ngelitik memang iya,livina ing papan  kula bensinipun   asli boros sanget menawi soal ngelitik estu nggih,negative,negative,neutral,neutral,neutral,neutral
saya pilih xi+ karena ternyata irit nya enggak beda jauh ., kula pilih xi+ amargi kasunyatanipun iritipun   mboten benten tebih.,positive,neutral,neutral,neutral,neutral,neutral
Wuling Formo 1.2 Standard yang ramah untuk penumpang.,wuling formo 1.2 standard ingkang ramah kangge penumpang.,neutral,neutral,positive,neutral,neutral,neutral
Xenia dengan pegangan pintu nya yang diposisikan tengah menurut saya sendiri kurang suka sih,xenia kaliyan cepengan pintunipun  ingkang dipunposisikaken tengah midherek kula piyambak kirang remen sih.,neutral,neutral,neutral,negative,neutral,neutral
Kalau rush banyak jeroan nya jadi berat tetapi stabil .,menawi rush kathah jeroanipun   dados awrat nanging stabil.,neutral,positive,neutral,negative,neutral,neutral
"Veloz keluaran Toyota ternyata enak dipake , nyaman , pesan dari dealer juga gak lama inden nya , thanks toyota :D","veloz keluaran toyota kasunyatanipun eca  dipake , nyaman , pesen saking dealer ugi  mboten lami indenipun   , thanks toyota :D",neutral,neutral,positive,neutral,neutral,positive
@Auto2000ID maaf kenapa ya mobil ya setelah di servis di dealer toyota sekarang mobil nya jadi susah di starter ? Dan sering mati mati,auto2000id nuwun sewu kenging punapa nggih mobil nggih sasampunipun ing servis ing dealer toyota sapunika mobilipun   dados sisah ing starter ? lan asring pejah pejah,neutral,neutral,neutral,neutral,neutral,negative
Mobil xenia mantap irit pula . untuk perawatan nya mesin nya lumayan murah .,mobil xenia mantep irit ugi  . kangge perawatanipun   mesinipun   lumayan mirah.,positive,neutral,positive,neutral,neutral,positive
"setelah membeli toyota calya , saya merasakan banyak lagi kelebihan nya ."," sasampunipun tumbas toyota calya , kula ngraosaken kathah malih kalangkunganipun.",neutral,neutral,positive,neutral,neutral,neutral
"Dari segi harga terlalu mahal , mengingat harga Sparepart Mitsubishi Xpander selangit .","saking segi regi  sanget-sanget awis  , ngemut-emut regi  sparepart mitsubishi xpander selangit.",neutral,neutral,neutral,neutral,negative,neutral
yang paling cocok untuk wanita karir memang calya dari segi desain karena mungil tapi tetap terlihar stylish,ingkang paling cocok kangge estri karir estu   calya saking segi desain amargi mungil nanging tetep terlihar stylish.,neutral,neutral,neutral,positive,neutral,neutral
"Enak juga bengkel Toyota di margonda ini . Semua petugas ramah dan helpful , layanan cepat , dan dapat kopi gratis .","eca  ugi  bengkel toyota ing margonda puniki . sedaya petugas ramah lan helpful , layanan enggal , lan angsal kopi gratis .",neutral,neutral,neutral,neutral,neutral,positive
"Sebelum ramadhan 2014 , saya ganti accu di bengkel honda Jakarta center , jayakarta . Belum setahun , sudah soak . Payah","saderengipun pasa     2014 , kula gantos accu ing bengkel honda jakarta center , jayakarta . dereng sawarsa , sampun soak .",neutral,neutral,neutral,neutral,neutral,negative
harga unit mobil GL kemahalan,regi  unit mobil gl kawisen,neutral,neutral,neutral,neutral,negative,neutral
"pakai rush trd enak banget dari bangku , kaki-kaki enak dan saya bawa lari dengan kecepatan hampir 140 km / jam Tidak limbung dan masalah bensin irit banget dan ac dingin","angge rush trd eca  sanget saking bangku  , suku-suku eca  lan kula bekta plajeng kaliyan kecepatan meh  140 km / tabuh mboten limbung lan masalah bensin irit sanget lan ac asrep",neutral,positive,neutral,positive,positive,neutral
Pakai Altis v enggak boros-boros amat sih,angge altis v mboten boros-boros sanget sih,positive,neutral,neutral,neutral,neutral,neutral
"Apalagi Kalau perjalanan Jauh , dengan bensin yang irit banget bagi saya begitu performa yang stabil , avanza adalah mobil idaman bagi saya Dan juga keluarga besar saya .","punapa malih menawi perjalanan tebih , kaliyan bensin ingkang irit sanget kangge kula kados puniku performa ingkang stabil , avanza inggih punika mobil idaman kangge kula saha keluwargi ageng kula.",positive,positive,neutral,neutral,neutral,neutral
"Yang saya enggak suka , kalau saya duduk di belakang , kepala mentok dengan atap dengan tinggi 183 cm . Duduk di posisi mengemudi , rambut saya kena plafon mobil jadi kurang nyaman .","ingkang kula mboten remen , menawi kula lenggah ing wingking , sirah mentok kaliyan atap kaliyan inggil 183 cm . lenggah ing posisi mengemudi , rambut kula kenging plafon mobil dados kirang nyaman.",neutral,neutral,neutral,negative,neutral,neutral
Saya pribadi lebih suka sama design luar dalam CX3,kula pribadi langkung remen sami design jawi lebet cx3,neutral,neutral,neutral,positive,neutral,neutral
Bagusan Fortuner daripada Pajero sport,bagusan fortuner daripada pajero sport,neutral,neutral,negative,neutral,neutral,neutral
Sejauh ini belum ne mu bengkel resmi mitsubishi yang pelayan nya ' bagus ',satebih puniki dereng ne sampeyan bengkel resmi mitsubishi ingkang pelayanipun 'sae',neutral,neutral,neutral,neutral,neutral,positive
Toyota lebih unggul dari mitsubishi secara worldwide termasuk di Indonesia,toyota langkung inggil saking mitsubishi kaliyan worldwide kelebet  ing indonesia,neutral,neutral,negative,neutral,neutral,neutral
"Toyota Innova suspensi nya sangat mantap , tidak pernah rewel mesin nya karena rutin diservis .","toyota innova suspensinipun  mantep sanget , mboten nate   rewel mesinipun amargi rutin diservis .",neutral,positive,neutral,positive,neutral,neutral
"Gue pakai HRV juga dan udah 2 tahun , jujur enggak suka sih sama ini mobil .","kula angge hrv ugi  lan empun 2 warsa , jujur mboten remen sih sami puniki mobil .",neutral,neutral,negative,neutral,neutral,neutral
Rush cocok untuk segala medan,rush cocok kangge sedaya medan,neutral,neutral,positive,neutral,neutral,neutral
"xenia li sudah ada power window , tachometer , power steering","xenia li sampun wonten power window , tachometer , power steering",neutral,neutral,neutral,positive,neutral,neutral
"Khusus Xenia , ada pengalaman tahun 2008 digunakan oleh tim proyek . selama 2 bulan , Jakarta - Bandung setiap 2 hari via tol . Tidak ada keluhan sedikit pun .","mligi  xenia , wonten pengalaman warsa 2008 dipunangge dening tim proyek . salami 2 sasi  , jakarta -bandung saben  2 dinten via tol . mboten wonten keluhan sakedhik nggih .",neutral,neutral,positive,neutral,neutral,neutral
Altis G MT jadi tunggangan nyaman .,altis g mt dados tumpakan nyaman.,neutral,neutral,positive,neutral,neutral,neutral
keseluruhan saya suka dengan Terios .,sedayanipun kula remen kaliyan terios .,neutral,neutral,positive,neutral,neutral,neutral
Pengalaman hrv 1.5 e cvt . Sangat tidak puas,pengalaman hrv 1.5 e cvt . mboten marem sanget,neutral,neutral,negative,neutral,neutral,neutral
Semoga berkembang toyota biar gk ditinggalin customer nya satu per satu,mugi-mugi berkembang toyota supados gk ditinggalin customeripun   setunggal per setunggal,neutral,neutral,negative,neutral,neutral,neutral
Xpander pokok nya terbaik di kelas nya .,xpander pokokipun   paling sae ing kelasipun .,neutral,neutral,positive,neutral,neutral,neutral
Puas banget coi punya Xpander mah .,marem sanget coi gadhah xpander mah.,neutral,neutral,positive,neutral,neutral,neutral
Xi 2005 hebat banget nih mobil . kuat pakai premium ( 1:11 ) irit abis,xi 2005 hebat sanget niki mobil . kiyat angge premium ( 1:11 ) irit abis,positive,neutral,positive,neutral,neutral,neutral
"keseluruhan gue suka xenia . Murah , desain lucu , muat banyak barang ,"," sedayanipun kula remen xenia . mirah , desain lucu , amot kathah barang,",neutral,neutral,positive,positive,positive,neutral
"Coba dong ke Honda Autoland Kelapa Gading , beda benar . Pelayanan , kualitas ruang tunggu dan lain-lain yang enggak banget .","cobi oh   dhateng honda autoland klapa  gading , benten leres . pelayanan , kwalitet ruang tengga lan sanes-sanes ingkang mboten sanget .",neutral,neutral,neutral,neutral,neutral,negative
"Ayah saya tahu karakter mesin , dia bilang karakter mesin nya calya oke","bapa kula ngertos karakter mesin , piyambakipun sanjang karakter mesinipun   calya oke",neutral,positive,neutral,neutral,neutral,neutral
calya didesain dapat dipakai untuk semua kalangan usia,calya didesain angsal dipunangge kangge sadayaning kalangan umur,neutral,neutral,neutral,positive,neutral,neutral
Jazz VTEC Lama saja lebih murah,jazz vtec lami mawon langkung mirah,neutral,neutral,neutral,neutral,positive,neutral
avanza dapat bermanuver lincah mesin nya,avanza angsal bermanuver lincah mesinipun,neutral,positive,neutral,neutral,neutral,neutral
avanza lincah banget kalo buat lari meskipun gaya nya jadul abis hehe,avanza lincah sanget menawi damel plajeng sanadyan gayanipun  jadul abis hehe,neutral,positive,neutral,negative,neutral,neutral
"Saya dapat harga cuma 118 juta juli 2015 . lumayan murah banget si Wagon , awet , irit .","kula angsal regi  naming 118 yuta juli 2015 . lumayan mirah sanget si wagon , awet , irit .,Saya dapat harga cuma 118 juta juli 2015 . lumayan murah banget si Wagon , awet , irit .",positive,neutral,positive,neutral,positive,neutral
saya akan pilih all new grand livina . jelas lebih nyaman . lebih mewah . lebih keren . mobil nya anak muda lagi .,kula badhe pilih all new grand livina . kantenan langkung nyaman . langkung mewah . langkung keren.mobilipun lare enem malih.,neutral,neutral,positive,neutral,neutral,neutral
Elektronik Parking Brake HRV sudah oke banget .,elektronik parking brake hrv sampun oke sanget .,neutral,neutral,neutral,positive,neutral,neutral
"Seperti inilah rasa mengendarai Nissan GT - R R35 "" Godzilla "" bertenaga 537 hp dengan torsi 612 Nm yang sungguh kencang","kados   puniki lah raos mengendarai nissan gt -r r35 "" godzilla "" bertenaga 537 hp kaliyan torsi 612 nm ingkang estu  kenceng",neutral,positive,neutral,neutral,neutral,neutral
mobil bagus irit bahan bakar dan murah ya brio,mobil sae   irit bahan besmi lan mirah nggih brio,positive,neutral,positive,neutral,positive,neutral
Honda Brio ini mobil yang lumayan keren sih memang,honda brio puniki mobil ingkang lumayan keren sih estu,neutral,neutral,positive,neutral,neutral,neutral
masalah nopol aja lama sekali mengurus nya kecewa sama nissan,masalah nopol mawon lami sanget mengurusipun   kecewa sami nissan,neutral,neutral,neutral,neutral,neutral,negative
"Motor beat paling nyaman , dipakai untuk perempuan seperti saya , apalagi dibawa ke mana-mana sangat irit dan harga nya terjangkau dibandingkan motor honda yang lain .","motor beat paling nyaman , dipunangge kangge estri kados   kula , punapa malih dipunbekta dhateng pundi-pundi irit sanget lan reginipun   terjangkau dipunbandingaken motor honda ingkang sanes.",neutral,neutral,positive,neutral,positive,neutral
"HRV prestige akhir tahun 2017 bagasi luas , bbm irit bisa 1:12 , jok kulit , lampu led enak kalau dipakai malam hari .","hrv prestige akhir warsa 2017 bagasi wiyar , bbm irit saged 1:12 , jok kulit , dilah led eca  menawi dipunangge dalu  dinten.",positive,neutral,neutral,positive,neutral,neutral
"dengan harga cuma 70 - 80 juta dapat mobil yang sangat nyaman , cuma Altis yang bisa","kaliyan regi  naming 70 -80 yuta angsal mobil ingkang nyaman sanget , naming altis ingkang saged",neutral,neutral,positive,neutral,positive,neutral
suka banget sama fitur Paddle shift - nya HRV E 2018 kayak mobil balap kalau bawa di tol suara mesin nya .,.suka banget sama fitur Paddle shift - nya HRV E 2018 kayak mobil balap kalau bawa di tol suara mesin nya,neutral,positive,neutral,positive,neutral,neutral
"Xenia yang saya pakai dari 2005 ini biaya perawatan yang rendah dan keandalan mesin yang tinggi ,",xenia ingkang kula angge saking 2005 puniki biaya perawatan ingkang andhap lan keandalan mesin ingkang inggil,neutral,positive,neutral,neutral,neutral,positive
HRV nyaman terutama pas menyetir malam karena lampu nya terang ( double LED ) dan yang jelas irit .,hrv nyaman utaminipun pas menyetir dalu  amargi lampunipun  padhang ( double led ) lan ingkang kantenan irit.,positive,neutral,positive,positive,neutral,neutral
harga jual Nmax pun bersaing,regi  sade nmax nggih saingan,neutral,neutral,neutral,neutral,positive,neutral
"Dengan sigra perjalanan lebih nyaman, budget bensin bisa dialokasikan untuk keperluan lain.","kaliyan sigra perjalanan langkung nyaman, budget bensin saged dipunalokasikaken kangge perlu  sanes.",positive,neutral,positive,neutral,neutral,neutral
"Kalau untuk secara desain , interior dan fitur Honda mumpuni okelah .","menawi kangge kaliyan desain , interior lan fitur honda mumpuni okelah.",neutral,neutral,neutral,positive,neutral,neutral
"Ke Bengkel itu buat ngebenerin motor bukan malah bikin motor jadi rusak , payah nih Dealer Honda Cidodol , masa motor gua bener jadi rusak .","dhateng bengkel puniku damel ngebenerin motor sanes malah damel motor dados risak , payah niki dealer honda cidodol , masa motor gua leres dados risak .",neutral,neutral,neutral,neutral,neutral,negative
kemahalan ya agya kalau untuk keluarga dengan ekonomi pas-pasan,kawisen   nggih agya menawi kangge keluwargi kaliyan ekonomi pas-pasan,neutral,neutral,neutral,neutral,negative,neutral
Kalo soal irit dan perawatan sih tetep prefer ke supra x helm in ., menawi soal irit lan perawatan sih tetep prefer dhateng supra x helm in.,positive,neutral,neutral,neutral,neutral,positive
sigra nih menemani jalan-jalan bersama keluarga. Ku bangga dengan mobil ini.,"sigra niki ngancani {margi-margi, mlampah-mlampah} sareng  keluwargi. kula  bingah kaliyan mobil puniki.",neutral,neutral,positive,neutral,neutral,neutral
"Mobil ku daihatsu xenia ku irit , cocok banget buat keluarga indonesia dengan kursi 7 tambah lagi mesin handal ( 1.300 cc ) walau sudah sejak 2009","mobil kula  daihatsu xenia kula  irit , cocok sanget damel keluwargi indonesia kaliyan kursi 7 tambah malih mesin handal ( 1.300 cc ) sanadyan sampun wiwit 2009",positive,positive,neutral,positive,neutral,neutral
Puas ketika pertama kali membeli dan memakai Toyota Calya ini sampai sekarang,marem kala kaping sapisan tumbas lan ngangge toyota calya puniki ngantos sapunika,neutral,neutral,positive,neutral,neutral,neutral
Kerenan pajero lah yang setuju like ya,kerenan pajero lah ingkang purun like nggih,neutral,neutral,positive,neutral,neutral,neutral
Lebih ok pajero .... lebih jantan,langkung ok pajero .... langkung jantan,neutral,neutral,positive,neutral,neutral,neutral
"Saya pakai motor vario sangat nyaman , rem sangat pakem , Suara mesin montor masih halus , padahal setiap bulan dibuat jalan luar provinsi tetapi masih tetap nyaman .",".kula angge motor vario nyaman sanget , rem pakem sanget , suwanten mesin montor taksih lembat , padahal saben  sasi  dipundamel margi jawining propinsi nanging taksih tetep nyaman",neutral,positive,positive,positive,neutral,neutral
Tergantung mau pakai nya berapa lama . Kalau 2 - 3 tahun mau ganti mending brio bro karena harga honda turun enggak jauh-jauh amat .,gumantung  badhe pakainipun  pinten lami . menawi 2 -3 warsa purun gantos mending brio bro amargi regi  honda mandhap mboten tebih-tebih sanget .,neutral,neutral,neutral,neutral,positive,neutral
"tetapi selama yang saya lihat kalau xenia avanza tubruk ( adu kambing ) , bagian kabin kelihatan masih kokoh ."," nanging salami ingkang kula tingal menawi xenia avanza tubruk ( aben menda   ) , perangan kabin ketingal taksih kokoh.",neutral,neutral,neutral,positive,neutral,neutral
Rush dan terios tampilan saja bagus tetapi kualitas murahan . mendingan beli cortez nyaman dibawa dan murah .,.rush lan terios tampilan mawon sae   nanging kwalitet mirahan . mendingan tumbas cortez nyaman dipunbekta lan mirah,neutral,neutral,positive,positive,positive,neutral
"Alasan saya pilih HRV karena butuh mobil yang jangkung , lega di kelas nya , dan model nya ganteng .","alesan kula pilih hrv amargi betah mobil ingkang jangkung , lega ing kelasipun   , lan modelipun   bagus.",neutral,neutral,neutral,positive,neutral,neutral
"honda jazz full power banget, body mantep, suspensi empuk dan nyaman.","honda jazz full power sanget, body mantep, suspensi empuk lan nyaman.",neutral,positive,neutral,positive,neutral,neutral
Nama Toyota dan Honda di indonesia melegenda ... walaupun mahal orang mau beli ... kata nya Spert part nya murah padahal kualitas nya abal2 ... di ketok dikit langsung penyot body nya dan dasbor nya,nami toyota lan honda ing indonesia melegenda ... sanadyan awis  tiyang badhe tumbas ... tembungipun spert partipun   mirah padahal kualitasipun  abal2 ... ing ketok sakedhik langsung penyot bodyipun   lan dasboripun.,neutral,neutral,neutral,negative,neutral,neutral
Xenia perawatan berkala nya tidak mahal .,xenia perawatan berkalanipun  mboten awis.,neutral,neutral,neutral,neutral,neutral,positive
jelek banget ini xenia li menesal saya beli,awon  sanget puniki xenia li menesal kula tumbas,neutral,neutral,negative,neutral,neutral,neutral
jujur saja tenaga nya Mobilio lebih besar yang manual dan akselerasi nya lebih cepat,jujur mawon tenaganipun  mobilio langkung ageng ingkang manual lan akselerasinipun  langkung enggal,neutral,positive,neutral,neutral,neutral,neutral
"Beat street dari bentukan keren banget , eye catching , dari performa juga lumayan untuk motor seharga nya , mesin senyap dan benar-benar halus .","beat street saking bentukan keren sanget , eye catching , saking performa ugi  lumayan kangge motor seharganipun  , mesin senyap lan saestu lembat.",neutral,positive,neutral,positive,neutral,neutral
Brio saya kondisi mesin bisa dibilang masih sempurna masih bisa 28 km / liter dan digas ke 120 kmh 140 kmh juga masih enteng .,brio kula kondisi mesin saged dipunetang taksih sempurna taksih saged 28 km / liter lan digas dhateng 120 kmh 140 kmh ugi  taksih enteng .,neutral,positive,neutral,neutral,neutral,neutral
"suspensi pajero empuk , fortuner itu suspensi nya keras","suspensi pajero empuk , fortuner puniku suspensinipun atos",neutral,neutral,neutral,negative,neutral,neutral
Menurut saya mobil xpander ini sangat nyaman dan keren,midherek kula mobil xpander puniki nyaman sanget lan keren,neutral,neutral,positive,neutral,neutral,neutral
komplit sekali servis yang ditawarkan toyota semua nya ada pokok nya paket lengkap,jangkep pisan  servis ingkang dipuntawikaken toyota sedayanipun wonten pokokipun paket jangkep,neutral,neutral,neutral,neutral,neutral,positive
Avanza sangat mendukung profesi yang saya jalani karena avanza bagi saya volume ruang yang besar .,avanza nyengkuyung sanget profesi ingkang kula lampahi amargi avanza kangge kula volume ruang ingkang ageng .,neutral,neutral,neutral,positive,neutral,neutral
mobil mitsubishi sekarang sudah gratis biaya servis dan sparepart selama 5 tahun .,.mobil mitsubishi sapunika sampun gratis biaya servis lan sparepart salami 5 warsa,neutral,neutral,neutral,positive,neutral,positive
Rush 2018 G AT cocok untuk kalangan tua dan muda . tiada lagi tandingan nya .,"rush 2018 g at cocok kangge kalangan sepuh lan enem . mboten wonten malih tandinganipun .,",neutral,neutral,positive,neutral,neutral,neutral
Hanya honda beat yang sudah terbukti mantap dan dahsyat.,naming honda beat ingkang sampun kebukti  mantep lan dahsyat.,neutral,neutral,positive,neutral,neutral,neutral
harga jual pun bersaing . untuk saat ini Nmax jadi motor ini paling nyaman digunakan baik untuk harian maupun tur .,regi  sade nggih saingan  . kangge wekdal puniki nmax dados motor puniki paling nyaman dipunangge nggih kangge dintenan utawi tur.,neutral,neutral,positive,neutral,positive,neutral
Waduh kece parah deh ini bisa-bisa kepincut saya sama wuling cortez,waduh kece jahat deh puniki bisa-bisa kepincut kula sami wuling cortez,neutral,neutral,positive,neutral,neutral,neutral
"Dari pengalaman sendiri pakai mitsubishi , lampu kayak kurang terang itu karena kaca film standar terlalu gelap yang depan .","saking pengalaman piyambak angge mitsubishi , dilah kados kirang padhang puniku amargi kaca film standar sanget-sanget peteng ingkang ngajeng .",neutral,neutral,neutral,negative,neutral,neutral
"Pernah Punya Grand Livina XV tahun 2011 dipakai sampai 5 Tahun , dan KM - nya enggak sampai 50.000 . Sumpah ini mobil nyaman banget .","nate   gadhah grand livina xv warsa 2011 dipunangge dumugi 5 warsa , lan km ipun    mboten dumugi 50.000 . sumpah puniki mobil nyaman sanget .",neutral,neutral,positive,neutral,neutral,neutral
cukup puas dengan toyota rush ini,cekap marem kaliyan toyota rush puniki,neutral,neutral,positive,neutral,neutral,neutral
"saya juga baru saja beli tipe deluxe juga , bensin lumayan irit kok kak ."," kula ugi  nembe mawon tumbas tipe deluxe ugi  , bensin lumayan irit koh mas/jeng.",positive,neutral,neutral,neutral,neutral,neutral
Bengkel resmi Yamaha menjual suku cadang dengan harga yang jauh lebih mahal.,bengkel resmi yamaha nyade   suku    cadang kaliyan regi  ingkang tebih langkung awis .,neutral,neutral,neutral,neutral,neutral,negative
Xeli tenaga nya juga enggak memalukan,xeli tenaganipun  ugi  mboten nglingsemaken,neutral,positive,neutral,neutral,neutral,neutral
Bengkel payah . Mobil 3 bulan gak dikerjain juga . Bengkel yang mengecewakan ( @ Honda Prima Bekasi ),bengkel payah . mobil 3 sasi  mboten dikerjain ugi . bengkel ingkang nguciwakaken ( @ honda prima bekasi ),neutral,neutral,neutral,neutral,neutral,negative
